array,MCMC,imputed,SNP.Ref.Only,SNP.Ref.Samp,SNP.Samp.Only,TOTAL,Retained.After.Filt,Typed.hg.Conc,Imputed.hg.Conc
Human610-Quadv1_B-b37,1,TRUE,337,90,31,458,379,0.389108129439621,0.932517758484609
human610-quadv1_h-b37,1,TRUE,337,90,31,458,379,0.389108129439621,0.932123125493291
HumanHap650Yv3_A-b37,1,TRUE,312,115,39,466,400,0.524072612470402,0.977900552486188
Human660W-Quad_v1_A-b37,1,TRUE,339,88,33,460,381,0.389108129439621,0.932912391475927
Human660W-Quad_v1_C-b37,1,TRUE,339,88,33,460,382,0.389108129439621,0.932123125493291
human660w-quad_v1_h-b37,1,TRUE,339,88,33,460,382,0.389108129439621,0.932123125493291
Human670-QuadCustom_v1_A-b37,1,TRUE,339,88,33,460,383,0.389108129439621,0.932517758484609
HumanOmniExpress-12v1_A-b37,1,FALSE,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpress-12v1-1_A-b37,1,FALSE,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpress-12v1-Multi_B-b37,1,FALSE,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpress-12v1-1_B-b37,1,FALSE,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpress-12v1-Multi_C-b37,1,FALSE,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpress-12v1_H-b37,1,FALSE,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpress-12v1_J-b37,1,FALSE,NA,NA,NA,NA,NA,NA,NA
humanomniexpress-12v1_j_ffpe-b37,1,FALSE,NA,NA,NA,NA,NA,NA,NA
humanomniexpress-24v1-0_a-b37,1,FALSE,NA,NA,NA,NA,NA,NA,NA
humanomniexpress-24-v1-1-a-b37,1,FALSE,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpress-24-v1-0-B-b37,1,FALSE,NA,NA,NA,NA,NA,NA,NA
InfiniumOmniExpress-24v1-2_A1-b37,1,FALSE,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpressExome-8v1_A-b37,1,TRUE,355,72,149,576,498,0.490923441199684,0.868981846882399
humanomniexpressexome-8v1-0_a-b37,1,TRUE,355,72,149,576,498,0.490923441199684,0.867403314917127
HumanOmniExpressExome-8-v1-0-B-b37,1,TRUE,355,72,149,576,498,0.490923441199684,0.868192580899763
HumanOmniExpressExome-8v1-2_A-b37,1,TRUE,359,68,143,570,472,0.490923441199684,0.86069455406472
HumanOmniExpressExome-8-v1-2-B-b37,1,TRUE,359,68,143,570,473,0.490923441199684,0.859510655090766
OmniExpressExome-8v1-1_A-b37,1,TRUE,358,69,142,569,479,0.503157063930545,0.872533543804262
OmniExpressExome-8v1-1_B-b37,1,TRUE,358,69,142,569,477,0.503157063930545,0.871744277821626
HumanOmniExpressExome-8-v1-1-C-b37,1,TRUE,358,69,142,569,477,0.503157063930545,0.871744277821626
InfiniumOmniExpressExome-8v1-3_A-b37,1,TRUE,358,69,142,569,470,0.411996842936069,0.870560378847672
InfiniumOmniExpressExome-8v1-4_A1-b37,1,TRUE,358,69,136,563,463,0.399763220205209,0.888713496448303
HumanOmni25Exome-8v1_A-b37,1,TRUE,296,131,224,651,609,0.5982636148382,0.950670876085241
HumanOmni2-5Exome-8-v1-1-A-b37,1,TRUE,297,130,221,648,604,0.589187056037885,0.948303078137332
InfiniumOmni2.5Exome-8v1-2_A-b37,1,TRUE,312,115,209,636,585,0.471586424625099,0.921073401736385
InfiniumOmni2-5Exome-8v1-3_A1-b37,1,TRUE,298,129,222,649,607,0.524467245461721,0.941988950276243
HumanOmniZhongHua-8v1_B-b37,1,TRUE,389,38,79,506,267,0.0686661404893449,0.669692186266772
humanomnizhonghua-8v1-1_a-b37,1,TRUE,392,35,77,504,213,0.668508287292818,0.783346487766377
HumanOmniZhongHua-8v1-2_A-b37,1,TRUE,398,29,71,498,198,0.668508287292818,0.77861089187056
InfiniumOmniZhongHua-8v1-3_A1-b37,1,TRUE,401,26,73,500,186,0.668508287292818,0.775453827940016
InfiniumOmniZhongHua-8v1-3_A2-b37,1,TRUE,401,26,73,500,186,0.668508287292818,0.775453827940016
Human1Mv1_C-b37,1,TRUE,312,115,39,466,400,0.524072612470402,0.977900552486188
Human1M-Duov3_B-b37,1,TRUE,337,90,31,458,379,0.389108129439621,0.932123125493291
Human1M-Duov3_C-b37,1,TRUE,337,90,31,458,378,0.389108129439621,0.941594317284925
human1m-duov3_h-b37,1,TRUE,337,90,31,458,378,0.389108129439621,0.941594317284925
HumanOmni1-Quad_v1-0_B-b37,1,TRUE,409,18,6,433,205,0.12904498816101,0.521704814522494
HumanOmni1-Quad_v1-0_C-b37,1,TRUE,409,18,6,433,205,0.12904498816101,0.521704814522494
HumanOmni1-Quad_v1-0_H-b37,1,TRUE,409,18,6,433,205,0.12904498816101,0.521704814522494
humanomni1-quad_v1-0-multi_h-b37,1,TRUE,409,18,6,433,205,0.12904498816101,0.521704814522494
HumanOmni1S-8v1_H-b37,1,TRUE,363,64,20,447,350,0.36266771902131,0.90568271507498
Human1-2M-DuoCustom_v1_A-b37,1,TRUE,339,88,33,460,381,0.389108129439621,0.933307024467245
HumanOmni2.5-4v1_B-b37,1,TRUE,363,64,20,447,351,0.36266771902131,0.906077348066298
HumanOmni2.5-4v1_D-b37,1,TRUE,363,64,20,447,351,0.36266771902131,0.906077348066298
HumanOmni2.5-4v1_H-b37,1,TRUE,363,64,20,447,350,0.36266771902131,0.906077348066298
HumanOmni2.5-8v1_A-b37,1,TRUE,324,103,104,531,480,0.355169692186267,0.941199684293607
HumanOmni2-5-8-v1-0-D-b37,1,TRUE,324,103,104,531,480,0.355169692186267,0.940015785319653
HumanOmni25-8v1-1_A-b37,1,TRUE,333,94,98,525,466,0.355169692186267,0.938831886345698
HumanOmni2-5-8-v1-2-A-b37,1,TRUE,355,72,81,508,396,0.326361483820047,0.876874506708761
humanomni25m-8v1-1_b-b37,1,TRUE,333,94,98,525,466,0.355169692186267,0.938831886345698
HumanOmni2.5-8v1_C-b37,1,TRUE,324,103,104,531,480,0.355169692186267,0.942383583267561
HumanOmni2-5-8-v1-1-C-b37,1,TRUE,333,94,98,525,466,0.355169692186267,0.938831886345698
HumanOmni2.5S-8v1_B-b37,1,TRUE,405,22,9,436,244,0.0485398579321231,0.654696132596685
HumanOmni25-8v1-2_A1-b37,1,TRUE,355,72,81,508,396,0.326361483820047,0.876874506708761
InfiniumOmni2-5-8v1-3_A1-b37,1,TRUE,343,84,94,521,450,0.363062352012628,0.929360694554065
HumanOmni5-4v1_B-b37,1,TRUE,310,117,111,538,492,0.389502762430939,0.941594317284925
humanomni5-4v1_c-b37,1,TRUE,310,117,111,538,492,0.389502762430939,0.941594317284925
HumanOmni5-4-v1-0-D-b37,1,TRUE,310,117,111,538,492,0.389502762430939,0.941594317284925
HumanOmni5-4v1-1_A-b37,1,TRUE,338,89,95,522,443,0.335832675611681,0.89344909234412
InfiniumOmni5-4v1-2_A1-b37,1,TRUE,321,106,102,529,477,0.381610102604578,0.928966061562747
HumanOmni5Exome-4v1_A-b37,1,TRUE,274,153,240,667,626,0.623125493291239,0.945935280189424
HumanOmni5Exome-4v1-1_A-b37,1,TRUE,276,151,236,663,623,0.644830307813733,0.954617205998421
HumanOmni5Exome-4v1-2_A-b37,1,TRUE,304,123,219,646,591,0.567087608524073,0.90568271507498
InfiniumOmni5Exome-4v1-3_A1-b37,1,TRUE,280,147,225,652,612,0.554853985793212,0.964088397790055
HumanCytoSNP-12v1-0_D-b37,1,FALSE,NA,NA,NA,NA,NA,NA,NA
HumanCytoSNP-12v2.1-FFPE_G-b37,1,FALSE,NA,NA,NA,NA,NA,NA,NA
humancytosnp-12v2_h-b37,1,FALSE,NA,NA,NA,NA,NA,NA,NA
humancytosnp-12v2-1_h-b37,1,FALSE,NA,NA,NA,NA,NA,NA,NA
humancytosnp-12v2-1_l-b37,1,FALSE,NA,NA,NA,NA,NA,NA,NA
cytosnp-850k_b-b37,1,FALSE,NA,NA,NA,NA,NA,NA,NA
CytoSNP-850K_v1-1_iScan_A1-b37,1,FALSE,NA,NA,NA,NA,NA,NA,NA
humancore-12v1-0_a-b37,1,TRUE,342,85,85,512,452,0.207971586424625,0.857537490134175
HumanCore-12-v1-0-B-b37,1,TRUE,342,85,85,512,452,0.207971586424625,0.857537490134175
humancore-24-v1-0-manifest-file-a-b37,1,TRUE,343,84,85,512,451,0.207971586424625,0.856353591160221
InfiniumCore-24v1-1_A1-b37,1,TRUE,353,74,84,511,441,0.207971586424625,0.856748224151539
Immuno_BeadChip_11419691_B-b37,1,FALSE,NA,NA,NA,NA,NA,NA,NA
InfiniumImmunoArray-24v2-0_A-b37,1,FALSE,NA,NA,NA,NA,NA,NA,NA
Multi-EthnicGlobal_A1-b37,1,TRUE,242,185,413,840,803,0.683109707971586,0.977111286503552
HumanExome-12v1_A-b37,1,TRUE,354,73,146,573,488,0.503157063930545,0.868192580899763
HumanExome-12v1-1_A-b37,1,TRUE,358,69,143,570,478,0.503157063930545,0.87292817679558
HumanExome-12v1-2_A-b37,1,TRUE,359,68,143,570,473,0.490923441199684,0.860299921073402
InfiniumExome-24v1-1_A1-b37,1,TRUE,360,67,137,564,458,0.399763220205209,0.888318863456985
HumanCoreExome-12v1-0_B-b37,1,TRUE,282,145,225,652,610,0.651144435674822,0.970402525651144
humancoreexome-12v1-0_c-b37,1,TRUE,282,145,225,652,609,0.651144435674822,0.970007892659826
HumanCoreExome-12-v1-0-D-b37,1,TRUE,282,145,225,652,609,0.651144435674822,0.969613259668508
humancoreexome-12v1-1_a-b37,1,TRUE,287,140,227,654,608,0.63930544593528,0.950276243093923
HumanCoreExome-12v1-1_B-b37,1,TRUE,287,140,227,654,608,0.63930544593528,0.950670876085241
HumanCoreExome-12-v1-1-C-b37,1,TRUE,287,140,227,654,609,0.63930544593528,0.950276243093923
HumanCoreExome-24v1-0_A-b37,1,TRUE,293,134,211,638,588,0.560378847671665,0.892265193370166
InfiniumCoreExome-24v1-1_A-b37,1,TRUE,291,136,215,642,596,0.560378847671665,0.905288082083662
InfiniumCoreExome-24v1-2_A1-b37,1,TRUE,290,137,226,653,611,0.539068666140489,0.941199684293607
Cardio-Metabo_Chip_11395247_A-b37,1,TRUE,327,100,27,454,344,0.616022099447514,0.911602209944751
cardio-metabo_chip_11395247_c-b37,1,TRUE,327,100,27,454,344,0.616022099447514,0.911602209944751
CVDSNP55v1_A-b37,1,FALSE,NA,NA,NA,NA,NA,NA,NA
PsychArray_A-b37,1,TRUE,306,121,195,622,566,0.552486187845304,0.887924230465667
PsychArray-B-b37,1,TRUE,306,121,195,622,566,0.552486187845304,0.887924230465667
InfiniumPsychArray-24v1-1_A1-b37,1,TRUE,308,119,200,627,573,0.461325966850829,0.877663772691397
InfiniumPsychArray-24v1-2_A1-b37,1,TRUE,293,134,222,649,606,0.539068666140489,0.936858721389108
InfiniumPsychArray-24v1-2_A2-b37,1,TRUE,293,134,222,649,606,0.539068666140489,0.936858721389108
PsychChip_15048346_B-b37,1,TRUE,287,140,227,654,608,0.63930544593528,0.949486977111286
PsychChip_v1-1_15073391_A1-b37,1,TRUE,277,150,232,659,620,0.642067876874507,0.960536700868193
GSAMD-24v1-0_20011747_A1-b37,1,TRUE,370,57,63,490,359,0.362273086029992,0.877269139700079
GSAMD-24v2-0_20024620_A1-b37,1,TRUE,140,287,638,1065,1046,0.867403314917127,0.991318074191002
GSA-24v1-0_A1-b37,1,TRUE,370,57,62,489,358,0.362273086029992,0.876874506708761
GSA-24v1-0_A2-b37,1,TRUE,370,57,62,489,358,0.362273086029992,0.876874506708761
GSA-24v1-0_A6-b37,1,TRUE,370,57,62,489,358,0.362273086029992,0.876874506708761
GSA-24v2-0_A1-b37,1,TRUE,208,219,553,980,949,0.803078137332281,0.985793212312549
GSCA-24v1-0_20010441_A1-b37,1,TRUE,370,57,63,490,359,0.362273086029992,0.876874506708761
OncoArray-500K_B-b37,1,TRUE,376,51,73,500,385,0.589976322020521,0.943172849250197
OncoArray-500K-C-b37,1,TRUE,376,51,73,500,385,0.589976322020521,0.943172849250197
Consortium-OncoArray_15047405_A-b37,1,TRUE,374,53,78,505,392,0.589976322020521,0.944356748224151
NeuroX_15036164_A-b37,1,TRUE,358,69,143,570,478,0.503157063930545,0.87292817679558
Mapping250K_Nsp.na32.annot-b37,1,FALSE,NA,NA,NA,NA,NA,NA,NA
Mapping250K_Sty.na32.annot-b37,1,FALSE,NA,NA,NA,NA,NA,NA,NA
GenomeWideSNP_6.na33.annot-b37,1,TRUE,315,112,105,532,464,0.619573796369376,0.962115232833465
BDCHP-1X10-HUMANHAP240S_11216501_A-b37,1,TRUE,198,229,73,500,476,0.980662983425414,0.988555643251776
BDCHP-1x10-HUMANHAP300v1-1_11219278_C-b37,1,FALSE,NA,NA,NA,NA,NA,NA,NA
HumanHap300v2_A-b37,1,FALSE,NA,NA,NA,NA,NA,NA,NA
HumanCNV370v1_C-b37,1,FALSE,NA,NA,NA,NA,NA,NA,NA
HumanCNV370-Quadv3_C-b37,1,FALSE,NA,NA,NA,NA,NA,NA,NA
BDCHP-1X10-HUMANHAP550_11218540_C-b37,1,TRUE,306,121,45,472,418,0.528413575374901,0.981057616416732
HumanHap550-2v3_B-b37,1,TRUE,312,115,39,466,399,0.524072612470402,0.977900552486188
HumanHap550v3_A-b37,1,TRUE,312,115,39,466,399,0.524072612470402,0.977900552486188
Human610-Quadv1_B-b37,1,TRUE,337,90,31,458,380,0.389108129439621,0.932912391475927
human610-quadv1_h-b37,1,TRUE,337,90,31,458,380,0.389108129439621,0.932123125493291
HumanHap650Yv3_A-b37,1,TRUE,312,115,39,466,399,0.524072612470402,0.97750591949487
Human660W-Quad_v1_A-b37,1,TRUE,339,88,33,460,382,0.389108129439621,0.932912391475927
Human660W-Quad_v1_C-b37,1,TRUE,339,88,33,460,382,0.389108129439621,0.930939226519337
human660w-quad_v1_h-b37,1,TRUE,339,88,33,460,382,0.389108129439621,0.931728492501973
Human670-QuadCustom_v1_A-b37,1,TRUE,339,88,33,460,382,0.389108129439621,0.934096290449882
HumanOmniExpress-12v1_A-b37,1,FALSE,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpress-12v1-1_A-b37,1,FALSE,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpress-12v1-Multi_B-b37,1,FALSE,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpress-12v1-1_B-b37,1,FALSE,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpress-12v1-Multi_C-b37,1,FALSE,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpress-12v1_H-b37,1,FALSE,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpress-12v1_J-b37,1,FALSE,NA,NA,NA,NA,NA,NA,NA
humanomniexpress-12v1_j_ffpe-b37,1,FALSE,NA,NA,NA,NA,NA,NA,NA
humanomniexpress-24v1-0_a-b37,1,FALSE,NA,NA,NA,NA,NA,NA,NA
humanomniexpress-24-v1-1-a-b37,1,FALSE,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpress-24-v1-0-B-b37,1,FALSE,NA,NA,NA,NA,NA,NA,NA
InfiniumOmniExpress-24v1-2_A1-b37,1,FALSE,NA,NA,NA,NA,NA,NA,NA
HumanOmniExpressExome-8v1_A-b37,1,TRUE,355,72,149,576,498,0.490923441199684,0.867403314917127
humanomniexpressexome-8v1-0_a-b37,1,TRUE,355,72,149,576,498,0.490923441199684,0.867403314917127
HumanOmniExpressExome-8-v1-0-B-b37,1,TRUE,355,72,149,576,498,0.490923441199684,0.867008681925809
HumanOmniExpressExome-8v1-2_A-b37,1,TRUE,359,68,143,570,471,0.490923441199684,0.862273086029992
HumanOmniExpressExome-8-v1-2-B-b37,1,TRUE,359,68,143,570,471,0.490923441199684,0.862273086029992
OmniExpressExome-8v1-1_A-b37,1,TRUE,358,69,142,569,476,0.503157063930545,0.871744277821626
OmniExpressExome-8v1-1_B-b37,1,TRUE,358,69,142,569,476,0.503157063930545,0.871744277821626
HumanOmniExpressExome-8-v1-1-C-b37,1,TRUE,358,69,142,569,477,0.503157063930545,0.871744277821626
InfiniumOmniExpressExome-8v1-3_A-b37,1,TRUE,358,69,142,569,470,0.411996842936069,0.870560378847672
InfiniumOmniExpressExome-8v1-4_A1-b37,1,TRUE,358,69,136,563,459,0.399763220205209,0.888713496448303
HumanOmni25Exome-8v1_A-b37,1,TRUE,296,131,224,651,608,0.5982636148382,0.950276243093923
HumanOmni2-5Exome-8-v1-1-A-b37,1,TRUE,297,130,221,648,604,0.589187056037885,0.949092344119968
InfiniumOmni2.5Exome-8v1-2_A-b37,1,TRUE,312,115,209,636,585,0.471586424625099,0.920678768745067
InfiniumOmni2-5Exome-8v1-3_A1-b37,1,TRUE,298,129,222,649,607,0.524467245461721,0.941988950276243
HumanOmniZhongHua-8v1_B-b37,1,TRUE,389,38,79,506,267,0.0686661404893449,0.669297553275454
humanomnizhonghua-8v1-1_a-b37,1,TRUE,392,35,77,504,213,0.668508287292818,0.783346487766377
HumanOmniZhongHua-8v1-2_A-b37,1,TRUE,398,29,71,498,198,0.668508287292818,0.77861089187056
InfiniumOmniZhongHua-8v1-3_A1-b37,1,TRUE,401,26,73,500,186,0.668508287292818,0.775453827940016
InfiniumOmniZhongHua-8v1-3_A2-b37,1,TRUE,401,26,73,500,186,0.668508287292818,0.775453827940016
Human1Mv1_C-b37,1,TRUE,312,115,39,466,400,0.524072612470402,0.977900552486188
Human1M-Duov3_B-b37,1,TRUE,337,90,31,458,381,0.389108129439621,0.931728492501973
Human1M-Duov3_C-b37,1,TRUE,337,90,31,458,379,0.389108129439621,0.932123125493291
human1m-duov3_h-b37,1,TRUE,337,90,31,458,380,0.389108129439621,0.932517758484609
HumanOmni1-Quad_v1-0_B-b37,1,TRUE,409,18,6,433,205,0.12904498816101,0.521704814522494
HumanOmni1-Quad_v1-0_C-b37,1,TRUE,409,18,6,433,205,0.12904498816101,0.521704814522494
HumanOmni1-Quad_v1-0_H-b37,1,TRUE,409,18,6,433,205,0.12904498816101,0.521704814522494
humanomni1-quad_v1-0-multi_h-b37,1,TRUE,409,18,6,433,205,0.12904498816101,0.521704814522494
HumanOmni1S-8v1_H-b37,1,TRUE,363,64,20,447,350,0.36266771902131,0.906077348066298
Human1-2M-DuoCustom_v1_A-b37,1,TRUE,339,88,33,460,382,0.389108129439621,0.932912391475927
HumanOmni2.5-4v1_B-b37,1,TRUE,363,64,20,447,350,0.36266771902131,0.906077348066298
HumanOmni2.5-4v1_D-b37,1,TRUE,363,64,20,447,350,0.36266771902131,0.906077348066298
HumanOmni2.5-4v1_H-b37,1,TRUE,363,64,20,447,350,0.36266771902131,0.906866614048935
HumanOmni2.5-8v1_A-b37,1,TRUE,324,103,104,531,480,0.355169692186267,0.942383583267561
HumanOmni2-5-8-v1-0-D-b37,1,TRUE,324,103,104,531,480,0.355169692186267,0.943962115232833
HumanOmni25-8v1-1_A-b37,1,TRUE,333,94,98,525,465,0.355169692186267,0.937253354380426
HumanOmni2-5-8-v1-2-A-b37,1,TRUE,355,72,81,508,398,0.326361483820047,0.877269139700079
humanomni25m-8v1-1_b-b37,1,TRUE,333,94,98,525,467,0.355169692186267,0.937253354380426
HumanOmni2.5-8v1_C-b37,1,TRUE,324,103,104,531,480,0.355169692186267,0.941199684293607
HumanOmni2-5-8-v1-1-C-b37,1,TRUE,333,94,98,525,466,0.355169692186267,0.937647987371744
HumanOmni2.5S-8v1_B-b37,1,TRUE,405,22,9,436,244,0.0485398579321231,0.655090765588003
HumanOmni25-8v1-2_A1-b37,1,TRUE,355,72,81,508,396,0.326361483820047,0.876479873717443
InfiniumOmni2-5-8v1-3_A1-b37,1,TRUE,343,84,94,521,451,0.363062352012628,0.928966061562747
HumanOmni5-4v1_B-b37,1,TRUE,310,117,111,538,492,0.389502762430939,0.941594317284925
humanomni5-4v1_c-b37,1,TRUE,310,117,111,538,492,0.389502762430939,0.941199684293607
HumanOmni5-4-v1-0-D-b37,1,TRUE,310,117,111,538,491,0.389502762430939,0.941199684293607
HumanOmni5-4v1-1_A-b37,1,TRUE,338,89,95,522,442,0.335832675611681,0.893054459352802
InfiniumOmni5-4v1-2_A1-b37,1,TRUE,321,106,102,529,477,0.381610102604578,0.930939226519337
HumanOmni5Exome-4v1_A-b37,1,TRUE,274,153,240,667,627,0.623125493291239,0.945935280189424
HumanOmni5Exome-4v1-1_A-b37,1,TRUE,276,151,236,663,625,0.644830307813733,0.95501183898974
HumanOmni5Exome-4v1-2_A-b37,1,TRUE,304,123,219,646,591,0.567087608524073,0.905288082083662
InfiniumOmni5Exome-4v1-3_A1-b37,1,TRUE,280,147,225,652,612,0.554853985793212,0.965272296764009
HumanCytoSNP-12v1-0_D-b37,1,FALSE,NA,NA,NA,NA,NA,NA,NA
HumanCytoSNP-12v2.1-FFPE_G-b37,1,FALSE,NA,NA,NA,NA,NA,NA,NA
humancytosnp-12v2_h-b37,1,FALSE,NA,NA,NA,NA,NA,NA,NA
humancytosnp-12v2-1_h-b37,1,FALSE,NA,NA,NA,NA,NA,NA,NA
humancytosnp-12v2-1_l-b37,1,FALSE,NA,NA,NA,NA,NA,NA,NA
cytosnp-850k_b-b37,1,FALSE,NA,NA,NA,NA,NA,NA,NA
CytoSNP-850K_v1-1_iScan_A1-b37,1,FALSE,NA,NA,NA,NA,NA,NA,NA
humancore-12v1-0_a-b37,1,TRUE,342,85,85,512,452,0.207971586424625,0.857932123125493
HumanCore-12-v1-0-B-b37,1,TRUE,342,85,85,512,452,0.207971586424625,0.857932123125493
humancore-24-v1-0-manifest-file-a-b37,1,TRUE,343,84,85,512,452,0.207971586424625,0.855958958168903
InfiniumCore-24v1-1_A1-b37,1,TRUE,353,74,84,511,443,0.207971586424625,0.856353591160221
Immuno_BeadChip_11419691_B-b37,1,FALSE,NA,NA,NA,NA,NA,NA,NA
InfiniumImmunoArray-24v2-0_A-b37,1,FALSE,NA,NA,NA,NA,NA,NA,NA
Multi-EthnicGlobal_A1-b37,1,TRUE,242,185,413,840,804,0.683109707971586,0.976716653512234
HumanExome-12v1_A-b37,1,TRUE,354,73,146,573,488,0.503157063930545,0.868192580899763
HumanExome-12v1-1_A-b37,1,TRUE,358,69,143,570,477,0.503157063930545,0.872138910812944
HumanExome-12v1-2_A-b37,1,TRUE,359,68,143,570,472,0.490923441199684,0.86069455406472
InfiniumExome-24v1-1_A1-b37,1,TRUE,360,67,137,564,459,0.399763220205209,0.888318863456985
HumanCoreExome-12v1-0_B-b37,1,TRUE,282,145,225,652,611,0.651144435674822,0.970007892659826
humancoreexome-12v1-0_c-b37,1,TRUE,282,145,225,652,609,0.651144435674822,0.970402525651144
HumanCoreExome-12-v1-0-D-b37,1,TRUE,282,145,225,652,611,0.651144435674822,0.970007892659826
humancoreexome-12v1-1_a-b37,1,TRUE,287,140,227,654,608,0.63930544593528,0.950276243093923
HumanCoreExome-12v1-1_B-b37,1,TRUE,287,140,227,654,610,0.63930544593528,0.951065509076559
HumanCoreExome-12-v1-1-C-b37,1,TRUE,287,140,227,654,608,0.63930544593528,0.950276243093923
HumanCoreExome-24v1-0_A-b37,1,TRUE,293,134,211,638,588,0.560378847671665,0.890686661404893
InfiniumCoreExome-24v1-1_A-b37,1,TRUE,291,136,215,642,596,0.560378847671665,0.908445146014207
InfiniumCoreExome-24v1-2_A1-b37,1,TRUE,290,137,226,653,611,0.539068666140489,0.940805051302289
Cardio-Metabo_Chip_11395247_A-b37,1,TRUE,327,100,27,454,344,0.616022099447514,0.911602209944751
cardio-metabo_chip_11395247_c-b37,1,TRUE,327,100,27,454,345,0.616022099447514,0.911602209944751
CVDSNP55v1_A-b37,1,FALSE,NA,NA,NA,NA,NA,NA,NA
PsychArray_A-b37,1,TRUE,306,121,195,622,565,0.552486187845304,0.887529597474349
PsychArray-B-b37,1,TRUE,306,121,195,622,565,0.552486187845304,0.887529597474349
InfiniumPsychArray-24v1-1_A1-b37,1,TRUE,308,119,200,627,573,0.461325966850829,0.877663772691397
InfiniumPsychArray-24v1-2_A1-b37,1,TRUE,293,134,222,649,607,0.539068666140489,0.936858721389108
InfiniumPsychArray-24v1-2_A2-b37,1,TRUE,293,134,222,649,607,0.539068666140489,0.937253354380426
PsychChip_15048346_B-b37,1,TRUE,287,140,227,654,609,0.63930544593528,0.950670876085241
PsychChip_v1-1_15073391_A1-b37,1,TRUE,277,150,232,659,621,0.642067876874507,0.960536700868193
GSAMD-24v1-0_20011747_A1-b37,1,TRUE,370,57,63,490,359,0.362273086029992,0.876085240726125
GSAMD-24v2-0_20024620_A1-b37,1,TRUE,140,287,638,1065,1047,0.867403314917127,0.991318074191002
GSA-24v1-0_A1-b37,1,TRUE,370,57,62,489,357,0.362273086029992,0.876479873717443
GSA-24v1-0_A2-b37,1,TRUE,370,57,62,489,357,0.362273086029992,0.876479873717443
GSA-24v1-0_A6-b37,1,TRUE,370,57,62,489,358,0.362273086029992,0.877269139700079
GSA-24v2-0_A1-b37,1,TRUE,208,219,553,980,949,0.803078137332281,0.986187845303867
GSCA-24v1-0_20010441_A1-b37,1,TRUE,370,57,63,490,359,0.362273086029992,0.877269139700079
OncoArray-500K_B-b37,1,TRUE,376,51,73,500,385,0.589976322020521,0.943567482241515
OncoArray-500K-C-b37,1,TRUE,376,51,73,500,385,0.589976322020521,0.943172849250197
Consortium-OncoArray_15047405_A-b37,1,TRUE,374,53,78,505,392,0.589976322020521,0.94475138121547
NeuroX_15036164_A-b37,1,TRUE,358,69,143,570,477,0.503157063930545,0.871744277821626
Mapping250K_Nsp.na32.annot-b37,1,FALSE,NA,NA,NA,NA,NA,NA,NA
Mapping250K_Sty.na32.annot-b37,1,FALSE,NA,NA,NA,NA,NA,NA,NA
GenomeWideSNP_6.na33.annot-b37,1,TRUE,315,112,105,532,464,0.619573796369376,0.961720599842147
