chip,experiment,sub_experiment,imputed,info_score,typed_match,typed_macro_match,imputed_match,imputed_macro_match,diff,diff_macro,n.snps,allele_freq,mcc,concordance,info,certainty,info_type0,concord_type0,r2_type0,info_comb
Immuno_BeadChip_11419691_B-b37,MAF_Experiments,MAF1%,FALSE,NA,0.095501183898974,0.192186266771902,NA,NA,NA,NA,179,NA,NA,NA,NA,NA,NA,NA,NA,NA
InfiniumImmunoArray-24v2-0_A-b37,MAF_Experiments,MAF1%,FALSE,NA,0.095501183898974,0.192186266771902,NA,NA,NA,NA,179,NA,NA,NA,NA,NA,NA,NA,NA,NA
Multi-EthnicGlobal_A1-b37,MAF_Experiments,MAF1%,TRUE,0.910709599027947,0.356748224151539,0.911602209944751,0.304262036306235,0.911996842936069,-0.0524861878453038,3.94632991318034e-4,1035,0.0380376995115814,0.938077596412672,0.99451952227216,0.915699266503668,0.995971882640587,-0.579195599022005,-0.548858190709046,-0.589759168704156,0.884649144254279
HumanExome-12v1_A-b37,MAF_Experiments,MAF1%,TRUE,0.757347122302158,0.20481452249408,0.851223362273086,0.133780584056827,0.856353591160221,-0.0710339384372533,0.00513022888713499,223,0.0542416242549601,0.711908009463677,0.988615088874787,0.763845735027223,0.989622504537205,-0.755477313974592,-0.736179673321234,-0.76568058076225,0.743555353901996
HumanExome-12v1-1_A-b37,MAF_Experiments,MAF1%,TRUE,0.743037974683544,0.192975532754538,0.842936069455406,0.115627466456196,0.816101026045777,-0.0773480662983425,-0.0268350434096291,216,0.0544550320027192,0.70716664453242,0.988203498119012,0.749551094890511,0.989049270072993,-0.767563868613139,-0.74906204379562,-0.776784671532847,0.73032299270073
HumanExome-12v1-2_A-b37,MAF_Experiments,MAF1%,TRUE,0.733388788426763,0.19060773480663,0.787292817679558,0.114443567482242,0.801894238358327,-0.0761641673243883,0.0146014206787687,215,0.054526325189107,0.684106170278639,0.987669879420898,0.739824817518248,0.988653284671533,-0.771047445255474,-0.752740875912409,-0.779981751824818,0.720762773722628
InfiniumExome-24v1-1_A1-b37,MAF_Experiments,MAF1%,TRUE,0.726385740402194,0.182715074980268,0.82162588792423,0.116416732438832,0.814917127071823,-0.0662983425414365,-0.00670876085240724,207,0.0550585833403717,0.675559326466482,0.98711472315986,0.732691881918819,0.98830258302583,-0.770717712177122,-0.753529520295203,-0.779656826568266,0.71490405904059
HumanCoreExome-12v1-0_B-b37,MAF_Experiments,MAF1%,TRUE,0.872768503937008,0.301894238358327,0.913575374901342,0.247040252565114,0.910023677979479,-0.0548539857932123,-0.00355169692186263,405,0.0480042845867629,0.894443298401355,0.992934190250686,0.878928571428571,0.994498412698413,-0.575553968253968,-0.541184126984127,-0.588604761904762,0.8433
humancoreexome-12v1-0_c-b37,MAF_Experiments,MAF1%,TRUE,0.872877165354331,0.301894238358327,0.913575374901342,0.249802683504341,0.910023677979479,-0.0520915548539858,-0.00355169692186263,405,0.0480042845867629,0.89243850760965,0.992952355896318,0.879233333333333,0.994504761904762,-0.575665079365079,-0.541188888888889,-0.588242857142857,0.843493650793651
HumanCoreExome-12-v1-0-D-b37,MAF_Experiments,MAF1%,TRUE,0.873179527559055,0.301894238358327,0.913575374901342,0.247434885556433,0.910023677979479,-0.0544593528018942,-0.00355169692186263,405,0.0480042845867629,0.89410440021079,0.992911639794039,0.879380952380952,0.99450317460317506,-0.575457142857143,-0.541188888888889,-0.588309523809524,0.843849206349206
humancoreexome-12v1-1_a-b37,MAF_Experiments,MAF1%,TRUE,0.868224489795918,0.291633780584057,0.917521704814522,0.229281767955801,0.909629044988161,-0.0623520126282557,-0.00789265982636145,401,0.0479185607385132,0.892296061959043,0.992365849759724,0.874210443037975,0.994115506329114,-0.590617088607595,-0.558299050632911,-0.604590189873418,0.84079746835443
HumanCoreExome-12v1-1_B-b37,MAF_Experiments,MAF1%,TRUE,0.868317111459969,0.291633780584057,0.917521704814522,0.229281767955801,0.910812943962115,-0.0623520126282557,-0.00670876085240724,401,0.0479185607385132,0.891223932560343,0.992310900862198,0.874286392405063,0.994112341772152,-0.590700949367089,-0.558287974683544,-0.604518987341772,0.840789556962025
HumanCoreExome-12-v1-1-C-b37,MAF_Experiments,MAF1%,TRUE,0.868224489795918,0.291633780584057,0.917521704814522,0.229281767955801,0.909629044988161,-0.0623520126282557,-0.00789265982636145,401,0.0479185607385132,0.892296061959043,0.992365849759724,0.874210443037975,0.994115506329114,-0.590617088607595,-0.558299050632911,-0.604590189873418,0.84079746835443
HumanCoreExome-24v1-0_A-b37,MAF_Experiments,MAF1%,TRUE,0.859684380032206,0.260063141278611,0.914364640883978,0.210734017363852,0.903314917127072,-0.0493291239147593,-0.0110497237569062,379,0.0489466630449267,0.880941255055402,0.992054807859859,0.865396103896104,0.993569805194805,-0.598725649350649,-0.56613149350649306,-0.61013961038961,0.831853896103896
InfiniumCoreExome-24v1-1_A-b37,MAF_Experiments,MAF1%,TRUE,0.8617216,0.273086029992107,0.913180741910024,0.218626677190213,0.906866614048935,-0.0544593528018942,-0.00631412786108909,385,0.048739720447081,0.875346812105789,0.992272194923238,0.86761935483871,0.993808064516129,-0.595127419354839,-0.56253064516129,-0.606758064516129,0.834035483870968
InfiniumCoreExome-24v1-2_A1-b37,MAF_Experiments,MAF1%,TRUE,0.869364779874214,0.292817679558011,0.919494869771113,0.235990528808208,0.914364640883978,-0.0568271507498027,-0.00513022888713488,397,0.0479819932280729,0.890478436995686,0.992424422466187,0.875714738510301,0.994293185419968,-0.599919175911252,-0.567107765451664,-0.612605388272583,0.841806656101426
Cardio-Metabo_Chip_11395247_A-b37,MAF_Experiments,MAF1%,TRUE,0.65593135011441706,0.149171270718232,0.825572217837411,0.0899763220205209,0.843330702446725,-0.0591949486977111,0.0177584846093134,130,0.0683336256540677,0.347326012045744,0.985605944342132,0.663157407407407,0.987113425925926,-0.558430555555556,-0.538543981481482,-0.572083333333333,0.642203703703704
cardio-metabo_chip_11395247_c-b37,MAF_Experiments,MAF1%,TRUE,0.656308924485126,0.149171270718232,0.825572217837411,0.0887924230465667,0.84214680347277,-0.0603788476716654,0.0165745856353592,130,0.0683336256540677,0.345714114313443,0.985604117337543,0.663548611111111,0.987157407407407,-0.558423611111111,-0.538546296296296,-0.572041666666667,0.642601851851852
CVDSNP55v1_A-b37,MAF_Experiments,MAF1%,FALSE,NA,NA,NA,NA,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,NA,NA
PsychArray_A-b37,MAF_Experiments,MAF1%,TRUE,0.838071074380165,0.228097868981847,0.873717442778216,0.193370165745856,0.889897395422257,-0.0347277032359905,0.016179952644041,348,0.0500085503814786,0.854781010861157,0.991226650881347,0.84412,0.99264,-0.626088333333333,-0.59763,-0.636736666666667,0.814931666666667
PsychArray-B-b37,MAF_Experiments,MAF1%,TRUE,0.838071074380165,0.228097868981847,0.873717442778216,0.193370165745856,0.889897395422257,-0.0347277032359905,0.016179952644041,348,0.0500085503814786,0.854781010861157,0.991226650881347,0.84412,0.99264,-0.626088333333333,-0.59763,-0.636736666666667,0.814931666666667
InfiniumPsychArray-24v1-1_A1-b37,MAF_Experiments,MAF1%,TRUE,0.840218032786885,0.256511444356748,0.882004735595896,0.213891081294396,0.893054459352802,-0.042620363062352,0.011049723756906,351,0.0496859243217857,0.858394648043825,0.991594643427893,0.846492561983471,0.992876033057851,-0.638697520661157,-0.6078,-0.64956694214876,0.814666115702479
InfiniumPsychArray-24v1-2_A1-b37,MAF_Experiments,MAF1%,TRUE,0.863139240506329,0.27861089187056,0.917127071823204,0.223756906077348,0.908445146014207,-0.0548539857932123,-0.00868192580899763,389,0.0482635518983295,0.884065386691411,0.992126851533656,0.868810207336523,0.993822966507177,-0.605467304625199,-0.573810207336523,-0.618066985645933,0.836154704944179
InfiniumPsychArray-24v1-2_A2-b37,MAF_Experiments,MAF1%,TRUE,0.863302215189873,0.27861089187056,0.917127071823204,0.225730071033938,0.907655880031571,-0.0528808208366219,-0.0094711917916338,389,0.0482635518983295,0.880213511818419,0.992148251089804,0.869051036682616,0.993835725677831,-0.605349282296651,-0.573808612440191,-0.618170653907496,0.83651355661882
PsychChip_15048346_B-b37,MAF_Experiments,MAF1%,TRUE,0.868521193092622,0.291633780584057,0.917521704814522,0.226519337016575,0.910418310970797,-0.0651144435674822,-0.00710339384372527,401,0.0479185607385132,0.89098764755708,0.992365849759724,0.874574367088608,0.994123417721519,-0.590700949367089,-0.558289556962025,-0.604215189873418,0.84107753164557
PsychChip_v1-1_15073391_A1-b37,MAF_Experiments,MAF1%,TRUE,0.877523364485981,0.311365430149961,0.913575374901342,0.253749013417522,0.910812943962115,-0.0576164167324388,-0.00276243093922657,419,0.0475777464163979,0.898186704058111,0.993220614091062,0.883651491365777,0.994729984301413,-0.566191522762951,-0.530621664050235,-0.578511773940345,0.846748822605966
GSAMD-24v1-0_20011747_A1-b37,MAF_Experiments,MAF1%,TRUE,0.649202959830867,0.109313338595107,0.782162588792423,0.0753749013417522,0.803472770323599,-0.0339384372533544,0.021310181531176,141,0.0626210039193465,0.509859812089252,0.98374752932764,0.655474358974359,0.985344017094017,-0.775938034188034,-0.757111111111111,-0.777950854700855,0.636032051282051
GSAMD-24v2-0_20024620_A1-b37,MAF_Experiments,MAF1%,TRUE,0.965979007633588,0.504735595895817,0.914364640883978,0.487371744277822,0.915548539857932,-0.0173638516179952,0.00118389897395421,1432,0.0307106193732638,0.976357796334017,0.997305296103387,0.970049856184084,0.998493767976989,-0.492427612655801,-0.45170757430489,-0.510315436241611,0.927987535953979
GSA-24v1-0_A1-b37,MAF_Experiments,MAF1%,TRUE,0.648459745762712,0.108918705603788,0.782162588792423,0.0749802683504341,0.803472770323599,-0.0339384372533544,0.021310181531176,138,0.0627542509663016,0.507059011015476,0.983712727463245,0.654736616702356,0.985312633832976,-0.775458244111349,-0.756591006423983,-0.777475374732334,0.635252676659529
GSA-24v1-0_A2-b37,MAF_Experiments,MAF1%,TRUE,0.648459745762712,0.108918705603788,0.782162588792423,0.0749802683504341,0.803472770323599,-0.0339384372533544,0.021310181531176,138,0.0627542509663016,0.507059011015476,0.983712727463245,0.654736616702356,0.985312633832976,-0.775458244111349,-0.756591006423983,-0.777475374732334,0.635252676659529
GSA-24v1-0_A6-b37,MAF_Experiments,MAF1%,TRUE,0.648203389830509,0.108918705603788,0.782162588792423,0.075769534333070293,0.801894238358327,-0.0331491712707182,0.0197316495659037,138,0.0627542509663016,0.508464834207187,0.983673855691081,0.654471092077088,0.985312633832976,-0.775481798715203,-0.756593147751606,-0.777468950749465,0.634963597430407
GSA-24v2-0_A1-b37,MAF_Experiments,MAF1%,TRUE,0.941583592938733,0.434885556432518,0.913180741910024,0.385951065509077,0.911996842936069,-0.0489344909234412,-0.00118389897395421,1171,0.0330647247537869,0.961883693097452,0.995956041674562,0.94616388308977,0.997251565762004,-0.578705636743215,-0.544087682672234,-0.590334029227557,0.910649269311065
GSCA-24v1-0_20010441_A1-b37,MAF_Experiments,MAF1%,TRUE,0.648947145877378,0.109313338595107,0.782162588792423,0.0753749013417522,0.801499605367009,-0.0339384372533544,0.0193370165745856,141,0.0626210039193465,0.513493039908495,0.983710427080593,0.655196581196581,0.985324786324786,-0.775848290598291,-0.757119658119658,-0.777955128205128,0.63584401709401694
OncoArray-500K_B-b37,MAF_Experiments,MAF1%,TRUE,0.66776397515528,0.123125493291239,0.823993685872139,0.0572217837411208,0.845698500394633,-0.0659037095501184,0.0217048145224941,136,0.0610599610981035,0.564182969043368,0.985887329804203,0.672635983263598,0.986443514644351,-0.800778242677824,-0.787424686192469,-0.806857740585774,0.658838912133891
OncoArray-500K-C-b37,MAF_Experiments,MAF1%,TRUE,0.667894409937888,0.123125493291239,0.823993685872139,0.0564325177584846,0.843725335438043,-0.0666929755327545,0.0197316495659037,136,0.0610599610981035,0.563741521210744,0.985926958221741,0.672782426778243,0.986479079497908,-0.800776150627615,-0.787428870292887,-0.806907949790795,0.658987447698745
Consortium-OncoArray_15047405_A-b37,MAF_Experiments,MAF1%,TRUE,0.675043032786885,0.133780584056827,0.827150749802684,0.0580110497237569,0.844514601420679,-0.075769534333070293,0.0173638516179953,143,0.060486697681715,0.574167587468962,0.986147810072864,0.679741200828157,0.98667701863354,-0.794726708074534,-0.781347826086957,-0.801022774327122,0.665919254658385
NeuroX_15036164_A-b37,MAF_Experiments,MAF1%,TRUE,0.743323688969259,0.192975532754538,0.842936069455406,0.115627466456196,0.81767955801105,-0.0773480662983425,-0.0252565114443567,216,0.0544550320027192,0.708624091255309,0.988209979317775,0.749729927007299,0.989047445255474,-0.76764598540146,-0.749067518248175,-0.776950729927007,0.730419708029197
Mapping250K_Nsp.na32.annot-b37,MAF_Experiments,MAF1%,FALSE,NA,NA,NA,NA,NA,NA,NA,216,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mapping250K_Sty.na32.annot-b37,MAF_Experiments,MAF1%,FALSE,NA,NA,NA,NA,NA,NA,NA,216,NA,NA,NA,NA,NA,NA,NA,NA,NA
GenomeWideSNP_6.na33.annot-b37,MAF_Experiments,MAF1%,TRUE,0.777739805825243,0.200078926598264,0.87095501183899,0.165745856353591,0.88516179952644,-0.0343330702446725,0.0142067876874507,327,0.0581217017193618,0.720829956355658,0.99034541993593,0.784517647058824,0.992113725490196,-0.589988235294118,-0.562862745098039,-0.601425490196078,0.756047058823529
