Sequence,QC_Pass
JQ702785.1,TRUE
JQ702786.1,TRUE
JQ702787.1,TRUE
JQ702788.1,TRUE
JQ702789.1,TRUE
JQ702790.1,TRUE
JQ702791.1,TRUE
JQ702792.1,TRUE
JQ702793.1,TRUE
JQ702794.1,TRUE
JQ702795.1,TRUE
JQ702796.1,TRUE
JQ702797.1,TRUE
JQ702798.1,TRUE
JQ702799.1,TRUE
JQ702800.1,TRUE
JQ702801.1,TRUE
JQ702802.1,TRUE
JQ702803.1,TRUE
JQ702804.1,TRUE
JQ702805.1,TRUE
JQ702806.1,TRUE
JQ702807.1,TRUE
JQ702808.1,TRUE
JQ702809.1,TRUE
JQ702810.1,TRUE
JQ702811.1,TRUE
JQ702812.1,TRUE
JQ702813.1,TRUE
JQ702814.1,TRUE
JQ702815.1,TRUE
JQ702816.1,TRUE
JQ702817.1,TRUE
JQ702818.1,TRUE
JQ702819.1,TRUE
JQ702820.1,TRUE
JQ702821.1,TRUE
JQ702822.1,TRUE
JQ702823.1,TRUE
JQ702824.1,TRUE
JQ702825.1,TRUE
JQ702826.1,TRUE
JQ702827.1,TRUE
JQ702828.1,TRUE
JQ702829.1,FALSE
JQ702830.1,TRUE
JQ702831.1,TRUE
JQ702832.1,TRUE
JQ702833.1,TRUE
JQ702834.1,TRUE
JQ702835.1,TRUE
JQ702836.1,TRUE
JQ702837.1,TRUE
JQ702838.1,TRUE
JQ702839.1,TRUE
JQ702840.1,TRUE
JQ702841.1,TRUE
JQ702842.1,TRUE
JQ702843.1,TRUE
JQ702844.1,TRUE
JQ702845.1,TRUE
JQ702846.1,TRUE
JQ702847.1,TRUE
JQ702848.1,TRUE
JQ702849.1,TRUE
JQ702850.1,TRUE
JQ702851.1,TRUE
JQ702852.1,TRUE
JQ702853.1,TRUE
JQ702854.1,TRUE
JQ702855.1,FALSE
JQ702856.1,TRUE
JQ702857.1,TRUE
JQ702858.1,TRUE
JQ702859.1,TRUE
JQ702860.1,TRUE
JQ702861.1,TRUE
JQ702862.1,TRUE
JQ702863.1,TRUE
JQ702864.1,TRUE
JQ702865.1,TRUE
JQ702866.1,TRUE
JQ702867.1,TRUE
JQ702868.1,TRUE
JQ702869.1,TRUE
JQ702870.1,TRUE
JQ702871.1,TRUE
JQ702872.1,TRUE
JQ702873.1,TRUE
JQ702874.1,TRUE
JQ702875.1,TRUE
JQ702876.1,TRUE
JQ702877.1,TRUE
JQ702878.1,TRUE
JQ702879.1,TRUE
JQ702880.1,TRUE
JQ702881.1,TRUE
JQ702882.1,TRUE
JQ702883.1,TRUE
JQ702884.1,TRUE
JQ702885.1,TRUE
JQ702886.1,TRUE
JQ702887.1,TRUE
JQ702888.1,TRUE
JQ702889.1,TRUE
JQ702890.1,TRUE
JQ702891.1,TRUE
JQ702892.1,TRUE
JQ702893.1,TRUE
JQ702894.1,TRUE
JQ702895.1,TRUE
JQ702896.1,TRUE
JQ702897.1,TRUE
JQ702898.1,TRUE
JQ702899.1,TRUE
JQ702900.1,TRUE
JQ702901.1,TRUE
JQ702902.1,TRUE
JQ702903.1,TRUE
JQ702904.1,TRUE
JQ702905.1,TRUE
JQ702906.1,TRUE
JQ702907.1,TRUE
JQ702908.1,TRUE
JQ702909.1,TRUE
JQ702910.1,TRUE
JQ702911.1,TRUE
JQ702912.1,TRUE
JQ702913.1,TRUE
JQ702914.1,FALSE
JQ702915.1,TRUE
JQ702916.1,TRUE
JQ702917.1,TRUE
JQ702918.1,TRUE
JQ702919.1,TRUE
JQ702920.1,TRUE
JQ702921.1,TRUE
JQ702922.1,TRUE
JQ702923.1,TRUE
JQ702924.1,TRUE
JQ702925.1,TRUE
JQ702926.1,TRUE
JQ702927.1,TRUE
JQ702928.1,TRUE
JQ702929.1,TRUE
JQ702930.1,TRUE
JQ702931.1,TRUE
JQ702932.1,TRUE
JQ702933.1,TRUE
JQ702934.1,TRUE
JQ702935.1,TRUE
JQ702936.1,TRUE
JQ702937.1,TRUE
JQ702938.1,TRUE
JQ702939.1,TRUE
JQ702940.1,TRUE
JQ702941.1,TRUE
JQ702942.1,TRUE
JQ702943.1,TRUE
JQ702944.1,TRUE
JQ702945.1,TRUE
JQ702946.1,TRUE
JQ702947.1,TRUE
JQ702948.1,TRUE
JQ702949.1,TRUE
JQ702950.1,TRUE
JQ702951.1,TRUE
JQ702952.1,TRUE
JQ702953.1,TRUE
JQ702954.1,TRUE
JQ702955.1,TRUE
JQ702956.1,TRUE
JQ702957.1,FALSE
JQ702958.1,TRUE
JQ702959.1,TRUE
JQ702960.1,TRUE
JQ702961.1,TRUE
JQ702962.1,TRUE
JQ702963.1,TRUE
JQ702964.1,TRUE
JQ702965.1,TRUE
JQ702966.1,TRUE
JQ702967.1,TRUE
JQ702968.1,TRUE
JQ702969.1,TRUE
JQ702970.1,TRUE
JQ702971.1,TRUE
JQ702972.1,TRUE
JQ702973.1,TRUE
JQ702974.1,TRUE
JQ702975.1,FALSE
JQ702976.1,TRUE
JQ702977.1,TRUE
JQ702978.1,TRUE
JQ702979.1,TRUE
JQ702980.1,TRUE
JQ702981.1,TRUE
JQ702982.1,TRUE
JQ702983.1,TRUE
JQ702984.1,TRUE
JQ702985.1,TRUE
JQ702986.1,TRUE
JQ702987.1,TRUE
JQ702988.1,TRUE
JQ702989.1,TRUE
JQ702990.1,TRUE
JQ702991.1,TRUE
JQ702992.1,TRUE
JQ702993.1,TRUE
JQ702994.1,TRUE
JQ702995.1,TRUE
JQ702996.1,TRUE
JQ702997.1,TRUE
JQ702998.1,TRUE
JQ702999.1,TRUE
JQ703000.1,TRUE
JQ703001.1,TRUE
JQ703002.1,TRUE
JQ703003.1,TRUE
JQ703004.1,TRUE
JQ703005.1,TRUE
JQ703006.1,TRUE
JQ703007.1,TRUE
JQ703008.1,TRUE
JQ703009.1,TRUE
JQ703010.1,TRUE
JQ703011.1,TRUE
JQ703012.1,TRUE
JQ703013.1,FALSE
JQ703014.1,TRUE
JQ703015.1,TRUE
JQ703016.1,TRUE
JQ703017.1,TRUE
JQ703018.1,TRUE
JQ703019.1,TRUE
JQ703020.1,TRUE
JQ703021.1,TRUE
JQ703022.1,TRUE
JQ703023.1,TRUE
JQ703024.1,TRUE
JQ703025.1,TRUE
JQ703026.1,TRUE
JQ703027.1,TRUE
JQ703028.1,TRUE
JQ703029.1,TRUE
JQ703030.1,TRUE
JQ703031.1,TRUE
JQ703032.1,TRUE
JQ703033.1,TRUE
JQ703034.1,TRUE
JQ703035.1,TRUE
JQ703036.1,TRUE
JQ703037.1,TRUE
JQ703038.1,TRUE
JQ703039.1,TRUE
JQ703040.1,TRUE
JQ703041.1,TRUE
JQ703042.1,TRUE
JQ703043.1,TRUE
JQ703044.1,TRUE
JQ703045.1,TRUE
JQ703046.1,TRUE
JQ703047.1,TRUE
JQ703048.1,TRUE
JQ703049.1,TRUE
JQ703050.1,TRUE
JQ703051.1,TRUE
JQ703052.1,TRUE
JQ703053.1,TRUE
JQ703054.1,TRUE
JQ703055.1,FALSE
JQ703056.1,TRUE
JQ703057.1,TRUE
JQ703058.1,TRUE
JQ703059.1,TRUE
JQ703060.1,TRUE
JQ703061.1,TRUE
JQ703062.1,TRUE
JQ703063.1,TRUE
JQ703064.1,TRUE
JQ703065.1,TRUE
JQ703066.1,TRUE
JQ703067.1,TRUE
JQ703068.1,TRUE
JQ703069.1,TRUE
JQ703070.1,TRUE
JQ703071.1,TRUE
JQ703072.1,TRUE
JQ703073.1,TRUE
JQ703074.1,TRUE
JQ703075.1,TRUE
JQ703076.1,TRUE
JQ703077.1,TRUE
JQ703078.1,TRUE
JQ703079.1,TRUE
JQ703080.1,TRUE
JQ703081.1,TRUE
JQ703082.1,TRUE
JQ703083.1,TRUE
JQ703084.1,TRUE
JQ703085.1,TRUE
JQ703086.1,TRUE
JQ703087.1,TRUE
JQ703088.1,TRUE
JQ703089.1,TRUE
JQ703090.1,TRUE
JQ703091.1,TRUE
JQ703092.1,TRUE
JQ703093.1,TRUE
JQ703094.1,TRUE
JQ703095.1,TRUE
JQ703096.1,TRUE
JQ703097.1,TRUE
JQ703098.1,TRUE
JQ703099.1,TRUE
JQ703100.1,TRUE
JQ703101.1,TRUE
JQ703102.1,TRUE
JQ703103.1,TRUE
JQ703104.1,TRUE
JQ703105.1,TRUE
JQ703106.1,TRUE
JQ703107.1,TRUE
JQ703108.1,TRUE
JQ703109.1,TRUE
JQ703110.1,TRUE
JQ703111.1,TRUE
JQ703112.1,TRUE
JQ703113.1,TRUE
JQ703114.1,TRUE
JQ703115.1,TRUE
JQ703116.1,TRUE
JQ703117.1,TRUE
JQ703118.1,TRUE
JQ703119.1,TRUE
JQ703120.1,TRUE
JQ703121.1,TRUE
JQ703122.1,TRUE
JQ703123.1,TRUE
JQ703124.1,TRUE
JQ703125.1,TRUE
JQ703126.1,TRUE
JQ703127.1,TRUE
JQ703128.1,TRUE
JQ703129.1,TRUE
JQ703130.1,TRUE
JQ703131.1,TRUE
JQ703132.1,TRUE
JQ703133.1,TRUE
JQ703134.1,TRUE
JQ703135.1,TRUE
JQ703136.1,TRUE
JQ703137.1,TRUE
JQ703138.1,TRUE
JQ703139.1,TRUE
JQ703140.1,TRUE
JQ703141.1,TRUE
JQ703142.1,TRUE
JQ703143.1,TRUE
JQ703144.1,TRUE
JQ703145.1,TRUE
JQ703146.1,TRUE
JQ703147.1,TRUE
JQ703148.1,TRUE
JQ703149.1,TRUE
JQ703150.1,TRUE
JQ703151.1,TRUE
JQ703152.1,TRUE
JQ703153.1,TRUE
JQ703154.1,TRUE
JQ703155.1,TRUE
JQ703156.1,TRUE
JQ703157.1,TRUE
JQ703158.1,TRUE
JQ703159.1,TRUE
JQ703160.1,TRUE
JQ703161.1,TRUE
JQ703162.1,TRUE
JQ703163.1,TRUE
JQ703164.1,TRUE
JQ703165.1,TRUE
JQ703166.1,TRUE
JQ703167.1,TRUE
JQ703168.1,TRUE
JQ703169.1,TRUE
JQ703170.1,TRUE
JQ703171.1,TRUE
JQ703172.1,TRUE
JQ703173.1,TRUE
JQ703174.1,TRUE
JQ703175.1,TRUE
JQ703176.1,TRUE
JQ703177.1,TRUE
JQ703178.1,TRUE
JQ703179.1,TRUE
JQ703180.1,TRUE
JQ703181.1,TRUE
JQ703182.1,TRUE
JQ703183.1,TRUE
JQ703184.1,TRUE
JQ703185.1,TRUE
JQ703186.1,TRUE
JQ703187.1,TRUE
JQ703188.1,TRUE
JQ703189.1,TRUE
JQ703190.1,TRUE
JQ703191.1,TRUE
JQ703192.1,TRUE
JQ703193.1,TRUE
JQ703194.1,TRUE
JQ703195.1,TRUE
JQ703196.1,TRUE
JQ703197.1,TRUE
JQ703198.1,TRUE
JQ703199.1,TRUE
JQ703200.1,TRUE
JQ703201.1,TRUE
JQ703202.1,TRUE
JQ703203.1,TRUE
JQ703204.1,TRUE
JQ703205.1,TRUE
JQ703206.1,TRUE
JQ703207.1,TRUE
JQ703208.1,TRUE
JQ703209.1,TRUE
JQ703210.1,TRUE
JQ703211.1,TRUE
JQ703212.1,TRUE
JQ703213.1,TRUE
JQ703214.1,TRUE
JQ703215.1,TRUE
JQ703216.1,TRUE
JQ703217.1,TRUE
JQ703218.1,TRUE
JQ703219.1,TRUE
JQ703220.1,TRUE
JQ703221.1,TRUE
JQ703222.1,TRUE
JQ703223.1,TRUE
JQ703224.1,TRUE
JQ703225.1,TRUE
JQ703226.1,TRUE
JQ703227.1,TRUE
JQ703228.1,TRUE
JQ703229.1,TRUE
JQ703230.1,TRUE
JQ703231.1,TRUE
JQ703232.1,TRUE
JQ703233.1,TRUE
JQ703234.1,TRUE
JQ703235.1,TRUE
JQ703236.1,TRUE
JQ703237.1,TRUE
JQ703238.1,TRUE
JQ703239.1,TRUE
JQ703240.1,TRUE
JQ703241.1,TRUE
JQ703242.1,TRUE
JQ703243.1,TRUE
JQ703244.1,TRUE
JQ703245.1,TRUE
JQ703246.1,TRUE
JQ703247.1,TRUE
JQ703248.1,TRUE
JQ703249.1,TRUE
JQ703250.1,TRUE
JQ703251.1,TRUE
JQ703252.1,TRUE
JQ703253.1,TRUE
JQ703254.1,TRUE
JQ703255.1,TRUE
JQ703256.1,TRUE
JQ703257.1,TRUE
JQ703258.1,TRUE
JQ703259.1,TRUE
JQ703260.1,TRUE
JQ703261.1,TRUE
JQ703262.1,TRUE
JQ703263.1,TRUE
JQ703264.1,TRUE
JQ703265.1,TRUE
JQ703266.1,TRUE
JQ703267.1,TRUE
JQ703268.1,TRUE
JQ703269.1,TRUE
JQ703270.1,TRUE
JQ703271.1,TRUE
JQ703272.1,TRUE
JQ703273.1,TRUE
JQ703274.1,TRUE
JQ703275.1,TRUE
JQ703276.1,TRUE
JQ703277.1,TRUE
JQ703278.1,TRUE
JQ703279.1,TRUE
JQ703280.1,TRUE
JQ703281.1,TRUE
JQ703282.1,TRUE
JQ703283.1,TRUE
JQ703284.1,TRUE
JQ703285.1,TRUE
JQ703286.1,TRUE
JQ703287.1,TRUE
JQ703288.1,TRUE
JQ703289.1,TRUE
JQ703290.1,TRUE
JQ703291.1,TRUE
JQ703292.1,TRUE
JQ703293.1,TRUE
JQ703294.1,TRUE
JQ703295.1,TRUE
JQ703296.1,TRUE
JQ703297.1,TRUE
JQ703298.1,TRUE
JQ703299.1,TRUE
JQ703300.1,TRUE
JQ703301.1,TRUE
JQ703302.1,TRUE
JQ703303.1,TRUE
JQ703304.1,TRUE
JQ703305.1,TRUE
JQ703306.1,TRUE
JQ703307.1,TRUE
JQ703308.1,TRUE
JQ703309.1,TRUE
JQ703310.1,TRUE
JQ703311.1,TRUE
JQ703312.1,TRUE
JQ703313.1,TRUE
JQ703314.1,TRUE
JQ703315.1,TRUE
JQ703316.1,TRUE
JQ703317.1,TRUE
JQ703318.1,TRUE
JQ703319.1,TRUE
JQ703320.1,TRUE
JQ703321.1,TRUE
JQ703322.1,TRUE
JQ703323.1,TRUE
JQ703324.1,TRUE
JQ703325.1,TRUE
JQ703326.1,TRUE
JQ703327.1,TRUE
JQ703328.1,TRUE
JQ703329.1,TRUE
JQ703330.1,TRUE
JQ703331.1,TRUE
JQ703332.1,TRUE
JQ703333.1,TRUE
JQ703334.1,TRUE
JQ703335.1,TRUE
JQ703336.1,TRUE
JQ703337.1,TRUE
JQ703338.1,TRUE
JQ703339.1,TRUE
JQ703340.1,TRUE
JQ703341.1,TRUE
JQ703342.1,TRUE
JQ703343.1,TRUE
JQ703344.1,TRUE
JQ703345.1,TRUE
JQ703346.1,TRUE
JQ703347.1,TRUE
JQ703348.1,TRUE
JQ703349.1,TRUE
JQ703350.1,TRUE
JQ703351.1,TRUE
JQ703352.1,TRUE
JQ703353.1,TRUE
JQ703354.1,TRUE
JQ703355.1,TRUE
JQ703356.1,TRUE
JQ703357.1,TRUE
JQ703358.1,TRUE
JQ703359.1,TRUE
JQ703360.1,TRUE
JQ703361.1,TRUE
JQ703362.1,TRUE
JQ703363.1,TRUE
JQ703364.1,TRUE
JQ703365.1,TRUE
JQ703366.1,TRUE
JQ703367.1,TRUE
JQ703368.1,TRUE
JQ703369.1,TRUE
JQ703370.1,TRUE
JQ703371.1,TRUE
JQ703372.1,TRUE
JQ703373.1,TRUE
JQ703374.1,TRUE
JQ703375.1,TRUE
JQ703376.1,TRUE
JQ703377.1,TRUE
JQ703378.1,TRUE
JQ703379.1,TRUE
JQ703380.1,TRUE
JQ703381.1,TRUE
JQ703382.1,TRUE
JQ703383.1,TRUE
JQ703384.1,TRUE
JQ703385.1,TRUE
JQ703386.1,TRUE
JQ703387.1,TRUE
JQ703388.1,TRUE
JQ703389.1,TRUE
JQ703390.1,TRUE
JQ703391.1,TRUE
JQ703392.1,TRUE
JQ703393.1,TRUE
JQ703394.1,TRUE
JQ703395.1,TRUE
JQ703396.1,TRUE
JQ703397.1,TRUE
JQ703398.1,TRUE
JQ703399.1,TRUE
JQ703400.1,TRUE
JQ703401.1,TRUE
JQ703402.1,TRUE
JQ703403.1,TRUE
JQ703404.1,TRUE
JQ703405.1,TRUE
JQ703406.1,TRUE
JQ703407.1,TRUE
JQ703408.1,TRUE
JQ703409.1,TRUE
JQ703410.1,TRUE
JQ703411.1,TRUE
JQ703412.1,TRUE
JQ703413.1,TRUE
JQ703414.1,TRUE
JQ703415.1,TRUE
JQ703416.1,TRUE
JQ703417.1,TRUE
JQ703418.1,TRUE
JQ703419.1,TRUE
JQ703420.1,TRUE
JQ703421.1,TRUE
JQ703422.1,TRUE
JQ703423.1,TRUE
JQ703424.1,TRUE
JQ703425.1,TRUE
JQ703426.1,TRUE
JQ703427.1,TRUE
JQ703428.1,TRUE
JQ703429.1,TRUE
JQ703430.1,TRUE
JQ703431.1,TRUE
JQ703432.1,TRUE
JQ703433.1,TRUE
JQ703434.1,TRUE
JQ703435.1,TRUE
JQ703436.1,TRUE
JQ703437.1,TRUE
JQ703438.1,TRUE
JQ703439.1,TRUE
JQ703440.1,TRUE
JQ703441.1,TRUE
JQ703442.1,TRUE
JQ703443.1,TRUE
JQ703444.1,TRUE
JQ703445.1,TRUE
JQ703446.1,TRUE
JQ703447.1,TRUE
JQ703448.1,TRUE
JQ703449.1,TRUE
JQ703450.1,TRUE
JQ703451.1,TRUE
JQ703452.1,TRUE
JQ703453.1,TRUE
JQ703454.1,TRUE
JQ703455.1,TRUE
JQ703456.1,TRUE
JQ703457.1,TRUE
JQ703458.1,TRUE
JQ703459.1,TRUE
JQ703460.1,TRUE
JQ703461.1,TRUE
JQ703462.1,TRUE
JQ703463.1,TRUE
JQ703464.1,TRUE
JQ703465.1,TRUE
JQ703466.1,TRUE
JQ703467.1,TRUE
JQ703468.1,TRUE
JQ703469.1,TRUE
JQ703470.1,TRUE
JQ703471.1,TRUE
JQ703472.1,TRUE
JQ703473.1,TRUE
JQ703474.1,TRUE
JQ703475.1,TRUE
JQ703476.1,TRUE
JQ703477.1,TRUE
JQ703478.1,TRUE
JQ703479.1,TRUE
JQ703480.1,TRUE
JQ703481.1,TRUE
JQ703482.1,TRUE
JQ703483.1,TRUE
JQ703484.1,TRUE
JQ703485.1,TRUE
JQ703486.1,TRUE
JQ703487.1,TRUE
JQ703488.1,TRUE
JQ703489.1,TRUE
JQ703490.1,TRUE
JQ703491.1,TRUE
JQ703492.1,TRUE
JQ703493.1,TRUE
JQ703494.1,TRUE
JQ703495.1,TRUE
JQ703496.1,TRUE
JQ703497.1,TRUE
JQ703498.1,TRUE
JQ703499.1,TRUE
JQ703500.1,TRUE
JQ703501.1,TRUE
JQ703502.1,TRUE
JQ703503.1,TRUE
JQ703504.1,TRUE
JQ703505.1,TRUE
JQ703506.1,TRUE
JQ703507.1,TRUE
JQ703508.1,TRUE
JQ703509.1,TRUE
JQ703510.1,TRUE
JQ703511.1,TRUE
JQ703512.1,TRUE
JQ703513.1,TRUE
JQ703514.1,FALSE
JQ703515.1,TRUE
JQ703516.1,TRUE
JQ703517.1,TRUE
JQ703518.1,TRUE
JQ703519.1,TRUE
JQ703520.1,TRUE
JQ703521.1,TRUE
JQ703522.1,TRUE
JQ703523.1,TRUE
JQ703524.1,TRUE
JQ703525.1,TRUE
JQ703526.1,TRUE
JQ703527.1,TRUE
JQ703528.1,TRUE
JQ703529.1,TRUE
JQ703530.1,TRUE
JQ703531.1,TRUE
JQ703532.1,TRUE
JQ703533.1,TRUE
JQ703534.1,TRUE
JQ703535.1,TRUE
JQ703536.1,TRUE
JQ703537.1,TRUE
JQ703538.1,TRUE
JQ703539.1,TRUE
JQ703540.1,TRUE
JQ703541.1,TRUE
JQ703542.1,TRUE
JQ703543.1,TRUE
JQ703544.1,TRUE
JQ703545.1,TRUE
JQ703546.1,TRUE
JQ703547.1,TRUE
JQ703548.1,TRUE
JQ703549.1,TRUE
JQ703550.1,TRUE
JQ703551.1,TRUE
JQ703552.1,TRUE
JQ703553.1,TRUE
JQ703554.1,TRUE
JQ703555.1,TRUE
JQ703556.1,TRUE
JQ703557.1,TRUE
JQ703558.1,TRUE
JQ703559.1,TRUE
JQ703560.1,TRUE
JQ703561.1,TRUE
JQ703562.1,TRUE
JQ703563.1,TRUE
JQ703564.1,TRUE
JQ703565.1,TRUE
JQ703566.1,TRUE
JQ703567.1,TRUE
JQ703568.1,TRUE
JQ703569.1,TRUE
JQ703570.1,TRUE
JQ703571.1,TRUE
JQ703572.1,TRUE
JQ703573.1,TRUE
JQ703574.1,TRUE
JQ703575.1,TRUE
JQ703576.1,TRUE
JQ703577.1,TRUE
JQ703578.1,TRUE
JQ703579.1,TRUE
JQ703580.1,TRUE
JQ703581.1,TRUE
JQ703582.1,TRUE
JQ703583.1,TRUE
JQ703584.1,TRUE
JQ703585.1,TRUE
JQ703586.1,TRUE
JQ703587.1,TRUE
JQ703588.1,TRUE
JQ703589.1,TRUE
JQ703590.1,TRUE
JQ703591.1,TRUE
JQ703592.1,TRUE
JQ703593.1,TRUE
JQ703594.1,TRUE
JQ703595.1,TRUE
JQ703596.1,TRUE
JQ703597.1,TRUE
JQ703598.1,TRUE
JQ703599.1,TRUE
JQ703600.1,TRUE
JQ703601.1,TRUE
JQ703602.1,TRUE
JQ703603.1,TRUE
JQ703604.1,TRUE
JQ703605.1,TRUE
JQ703606.1,TRUE
JQ703607.1,FALSE
JQ703608.1,TRUE
JQ703609.1,TRUE
JQ703610.1,TRUE
JQ703611.1,TRUE
JQ703612.1,TRUE
JQ703613.1,TRUE
JQ703614.1,TRUE
JQ703616.1,TRUE
JQ703617.1,TRUE
JQ703618.1,TRUE
JQ703619.1,TRUE
JQ703620.1,TRUE
JQ703621.1,TRUE
JQ703622.1,TRUE
JQ703623.1,TRUE
JQ703624.1,TRUE
JQ703625.1,TRUE
JQ703626.1,TRUE
JQ703627.1,TRUE
JQ703628.1,TRUE
JQ703629.1,TRUE
JQ703630.1,TRUE
JQ703631.1,TRUE
JQ703632.1,TRUE
JQ703633.1,TRUE
JQ703634.1,TRUE
JQ703635.1,TRUE
JQ703636.1,TRUE
JQ703637.1,TRUE
JQ703638.1,TRUE
JQ703639.1,TRUE
JQ703640.1,TRUE
JQ703641.1,TRUE
JQ703642.1,TRUE
JQ703643.1,TRUE
JQ703644.1,TRUE
JQ703645.1,TRUE
JQ703646.1,TRUE
JQ703647.1,TRUE
JQ703648.1,TRUE
JQ703649.1,TRUE
JQ703650.1,TRUE
JQ703651.1,TRUE
JQ703652.1,TRUE
JQ703653.1,TRUE
JQ703654.1,TRUE
JQ703655.1,TRUE
JQ703656.1,TRUE
JQ703657.1,TRUE
JQ703658.1,TRUE
JQ703659.1,TRUE
JQ703660.1,TRUE
JQ703661.1,TRUE
JQ703662.1,TRUE
JQ703663.1,FALSE
JQ703664.1,TRUE
JQ703665.1,TRUE
JQ703666.1,TRUE
JQ703667.1,TRUE
JQ703668.1,TRUE
JQ703669.1,TRUE
JQ703670.1,TRUE
JQ703671.1,TRUE
JQ703672.1,TRUE
JQ703673.1,TRUE
JQ703674.1,TRUE
JQ703675.1,TRUE
JQ703676.1,TRUE
JQ703677.1,TRUE
JQ703678.1,TRUE
JQ703679.1,TRUE
JQ703680.1,TRUE
JQ703681.1,TRUE
JQ703682.1,TRUE
JQ703683.1,TRUE
JQ703684.1,TRUE
JQ703685.1,TRUE
JQ703686.1,TRUE
JQ703687.1,TRUE
JQ703688.1,TRUE
JQ703689.1,TRUE
JQ703690.1,TRUE
JQ703691.1,TRUE
JQ703692.1,TRUE
JQ703693.1,TRUE
JQ703694.1,TRUE
JQ703695.1,TRUE
JQ703696.1,TRUE
JQ703697.1,FALSE
JQ703698.1,TRUE
JQ703699.1,TRUE
JQ703700.1,TRUE
JQ703701.1,TRUE
JQ703702.1,FALSE
JQ703703.1,TRUE
JQ703704.1,TRUE
JQ703705.1,TRUE
JQ703706.1,TRUE
JQ703707.1,TRUE
JQ703708.1,TRUE
JQ703709.1,TRUE
JQ703710.1,TRUE
JQ703711.1,TRUE
JQ703712.1,TRUE
JQ703713.1,TRUE
JQ703714.1,TRUE
JQ703715.1,TRUE
JQ703716.1,TRUE
JQ703717.1,TRUE
JQ703718.1,TRUE
JQ703719.1,TRUE
JQ703720.1,TRUE
JQ703721.1,TRUE
JQ703722.1,TRUE
JQ703723.1,TRUE
JQ703724.1,TRUE
JQ703725.1,TRUE
JQ703726.1,TRUE
JQ703727.1,TRUE
JQ703728.1,TRUE
JQ703729.1,TRUE
JQ703730.1,TRUE
JQ703731.1,TRUE
JQ703732.1,TRUE
JQ703733.1,TRUE
JQ703734.1,TRUE
JQ703735.1,TRUE
JQ703736.1,TRUE
JQ703737.1,TRUE
JQ703738.1,TRUE
JQ703739.1,TRUE
JQ703740.1,TRUE
JQ703741.1,TRUE
JQ703742.1,TRUE
JQ703743.1,TRUE
JQ703744.1,TRUE
JQ703745.1,TRUE
JQ703747.1,TRUE
JQ703748.1,TRUE
JQ703749.1,TRUE
JQ703750.1,TRUE
JQ703751.1,TRUE
JQ703752.1,TRUE
JQ703753.1,TRUE
JQ703754.1,TRUE
JQ703755.1,TRUE
JQ703756.1,TRUE
JQ703757.1,TRUE
JQ703758.1,TRUE
JQ703759.1,TRUE
JQ703760.1,TRUE
JQ703761.1,TRUE
JQ703762.1,TRUE
JQ703763.1,TRUE
JQ703764.1,TRUE
JQ703765.1,TRUE
JQ703766.1,TRUE
JQ703767.1,TRUE
JQ703768.1,TRUE
JQ703769.1,TRUE
JQ703770.1,TRUE
JQ703771.1,TRUE
JQ703772.1,TRUE
JQ703773.1,TRUE
JQ703774.1,TRUE
JQ703775.1,TRUE
JQ703776.1,TRUE
JQ703777.1,TRUE
JQ703778.1,TRUE
JQ703779.1,TRUE
JQ703780.1,TRUE
JQ703781.1,TRUE
JQ703782.1,TRUE
JQ703783.1,TRUE
JQ703784.1,TRUE
JQ703785.1,TRUE
JQ703786.1,TRUE
JQ703787.1,TRUE
JQ703788.1,TRUE
JQ703789.1,TRUE
JQ703790.1,TRUE
JQ703791.1,TRUE
JQ703792.1,TRUE
JQ703793.1,TRUE
JQ703794.1,TRUE
JQ703795.1,TRUE
JQ703796.1,TRUE
JQ703797.1,TRUE
JQ703798.1,TRUE
JQ703799.1,TRUE
JQ703800.1,TRUE
JQ703801.1,TRUE
JQ703802.1,TRUE
JQ703803.1,TRUE
JQ703804.1,TRUE
JQ703805.1,TRUE
JQ703806.1,FALSE
JQ703807.1,TRUE
JQ703808.1,TRUE
JQ703809.1,TRUE
JQ703810.1,TRUE
JQ703811.1,TRUE
JQ703812.1,TRUE
JQ703813.1,TRUE
JQ703814.1,TRUE
JQ703815.1,TRUE
JQ703816.1,TRUE
JQ703817.1,TRUE
JQ703818.1,TRUE
JQ703819.1,TRUE
JQ703820.1,TRUE
JQ703821.1,TRUE
JQ703822.1,TRUE
JQ703823.1,TRUE
JQ703824.1,TRUE
JQ703825.1,TRUE
JQ703826.1,TRUE
JQ703827.1,TRUE
JQ703828.1,FALSE
JQ703829.1,TRUE
JQ703830.1,TRUE
JQ703831.1,TRUE
JQ703832.1,TRUE
JQ703833.1,TRUE
JQ703834.1,FALSE
JQ703835.1,TRUE
JQ703836.1,TRUE
JQ703837.1,TRUE
JQ703838.1,TRUE
JQ703839.1,TRUE
JQ703840.1,TRUE
JQ703841.1,TRUE
JQ703842.1,TRUE
JQ703843.1,TRUE
JQ703844.1,TRUE
JQ703845.1,TRUE
JQ703846.1,TRUE
JQ703847.1,TRUE
JQ703848.1,TRUE
JQ703849.1,TRUE
JQ703850.1,TRUE
JQ703851.1,FALSE
JQ703852.1,FALSE
JQ703853.1,TRUE
JQ703854.1,TRUE
JQ703855.1,TRUE
JQ703856.1,TRUE
JQ703857.1,TRUE
JQ703858.1,TRUE
JQ703859.1,TRUE
JQ703860.1,TRUE
JQ703861.1,TRUE
JQ703862.1,TRUE
